,Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
63,East Asia & Pacific,EAS,4756243080954.77,5373074019578.0,5876946861674.41,6581999273023.83,7467360861925.0,8495174896183.54,8212541003121.61,7892481872956.38,7137784412626.1,8036292827329.82,8736846274597.31,8234723245150.93,8587231427876.64,9754220884011.63,11176140653307.3,12257092642405.5,13488941824152.2,15839618979123.3,19072847296611.4,20179873500845.5,23573538834428.1,27605073793022.1,21187106532693.0,21367649737241.0,22038396030947.8,21951401205501.8,22720684963608.3,24268504216073.0,26416317598842.3,26981455514224.5,27097404937164.8
64,Europe & Central Asia (excluding high income),ECA,917092319711.29,889947373223.18,822314951918.109,815259443666.995,706923649520.192,758626690765.47,766261662946.1,796888596598.784,747245337382.817,627750895905.237,700116049358.491,695453936277.001,796768760608.087,1005018571080.96,1330990821497.14,1688052433767.33,2072082476656.01,2684050466039.51,3324689396543.74,2611896303152.08,3119371993286.66,3853333483348.16,4085332511672.57,4341022815353.31,4045786134160.93,3099131447149.27,2965857286860.64,3329876408661.55,3423986143967.44,3493926388854.03,3222403620453.33
65,Europe & Central Asia,ECS,8823564877299.14,9116394556571.73,9798332715913.17,9003756543767.74,9416068639460.15,10871449753001.1,11096327908537.2,10521033613508.0,10794713977278.6,10672428351460.4,10046655321168.5,10157339692049.7,11099688958575.4,13518142445938.0,15758398915716.1,16780582777683.7,18169171281351.1,21229481021282.0,23318309419163.9,20510483521808.5,21013558496066.7,23296350638065.9,22463014714476.1,23477452103178.9,23793962374648.4,20508597009691.0,20445552705800.9,21648851652556.4,23217309660002.3,22934888163095.2,22126825155477.8
66,Ecuador,ECU,15239278100.3502,16988535267.6338,18094238119.0595,18938717358.6793,22708673336.6683,24432884442.2211,25226393196.5983,28162053026.5133,27981896948.4742,19645272636.3182,18327764882.4412,24468324000.0,28548945000.0,32432858000.0,36591661000.0,41507085000.0,46802044000.0,51007777000.0,61762635000.0,62519686000.0,69555367000.0,79276664000.0,87924544000.0,95129659000.0,101726331000.0,99290381000.0,99937696000.0,104295862000.0,107562008000.0,108108009000.0,98808010000.0
67,"Egypt, Arab Rep.",EGY,42978914311.3504,37387836490.5284,41855986519.4235,46578631452.581,51897983392.6453,60159245060.4541,67629716981.1321,78436578171.0914,84828807556.0803,90710704806.8416,99838543960.0763,96684636118.5984,85146067415.7303,80288461538.4615,78782467532.4675,89600665557.4043,107426086956.522,130437828371.278,162818181818.182,189147005444.646,218983666061.706,235989672977.625,279116666666.667,288434108527.132,305595408895.265,329366576819.407,332441717791.411,235733695652.174,249712999437.254,303080865603.645,365252651278.852
68,Euro area,EMU,5880686952499.88,6114121761315.69,6745616975554.07,6172470672291.46,6515616661978.12,7515711917825.14,7604595626511.76,6952260676501.12,7149267346201.27,7113796789828.48,6479521539517.45,6590666424357.18,7166111687665.03,8842962520460.19,10141926724906.4,10519654742334.8,11174795667785.8,12862918900419.2,14101249622359.9,12887882434721.4,12629069775558.1,13619653887377.9,12638916806936.3,13191652296932.5,13490997038990.6,11669741216577.3,11964468804660.3,12646241353753.9,13692226055585.6,13413842337067.4,13021205512135.6
70,Spain,ESP,536558591250.408,577166174539.632,630916018202.503,525075636030.854,530562634455.347,614609020549.773,642588992512.807,590077272727.273,619214834614.099,634693160025.57,596877648793.072,627286800894.855,705394315829.098,905492099322.799,1067093369754.16,1153285660987.44,1259343871534.31,1472131125102.66,1625224842536.99,1485583495415.39,1420722034063.0,1478772824224.03,1324820091194.67,1354757433212.72,1369398844599.58,1195119269971.52,1232076017361.53,1309297246509.31,1420300232663.59,1393046093137.25,1281484640043.58
72,Ethiopia,ETH,12175166763.285,13463868357.4879,10492993077.6093,8830712713.90781,6927950564.55657,7663984567.90123,8547939730.62374,8589211390.49612,7818224905.55071,7700833482.00615,8242392103.68061,8231326016.47494,7850809498.16803,8623691300.04079,10131187261.4421,12401139453.9738,15280861834.6024,19707616772.7996,27066912635.2228,32437389116.038,29933790334.3418,31952763089.33,43310721414.0829,47648211133.2183,55612228233.5179,64589334978.8013,74296618481.0882,81770791970.982,84269348327.3454,95912590628.1412,107645054311.876
73,European Union,EUU,6498471911158.62,6736015994578.51,7406290275006.51,6761114918561.71,7161872216278.51,8296026012678.73,8431518032299.25,7733761443399.13,7969786047468.59,7923369089161.32,7260120640328.08,7388169197905.12,8050016390858.96,9912552738053.62,11400572828592.0,11906966999544.0,12704675013015.8,14712567758786.8,16240620039269.4,14713157992273.2,14545430302862.2,15741789992629.5,14636917145741.3,15296013552373.2,15634241267477.3,13547247755711.5,13885155820999.3,14734764528614.8,15971540026258.9,15689631518599.4,15292101403230.0
74,Fragile and conflict affected situations,FCS,462179134691.969,292122215272.699,303293392535.371,305543706081.323,325181310902.145,402906697083.297,443202290117.989,524228689327.825,589559588670.101,720989687769.25,860081408280.357,937234751390.775,1155560959150.94,1555048433136.93,2048633343162.15,2636082170280.24,3429269081925.72,4702237837053.78,6379868109960.6,7005534616114.77,8237291105577.9,9401150050853.67,1792862802850.45,1805852244289.75,1957637889689.76,1558804109928.94,1406201475527.02,1438837045474.69,1571477636368.89,1659929844834.74,1506267733203.19
75,Finland,FIN,141438345513.917,127773856785.767,112532519246.084,89214114708.0254,103299943084.804,134189814814.815,132129174216.93,126912152101.707,134038718291.055,135218410398.466,125706651925.557,129421029082.774,139738377564.465,171274266365.688,197116960516.514,204809103345.355,216907539831.891,256052559540.104,284553976856.599,252496526813.004,249181190476.369,275243697751.011,258304834621.605,271285280621.373,274497230802.958,234440080998.273,240607907010.383,255016517537.983,275580448365.235,268782471380.392,269751312854.475
76,Fiji,FJI,1337024782.22702,1383843860.1247,1532401862.94079,1636074717.86224,1825763267.53637,1970347720.96992,2128696643.62574,2090184941.46983,1653160861.68714,1936484565.39399,1678239218.26553,1652464201.00149,1833279985.36741,2300453634.34962,2708078476.63012,2980484920.16558,3076305452.86506,3378314599.76402,3523185919.55826,2870624635.68032,3140508835.9485,3774530615.65916,3972012570.53467,4190143206.25611,4856963229.83999,4682546863.08162,4930204229.72263,5353404422.08138,5581371847.61641,5496264766.37285,4533883782.27458
77,France,FRA,1269179616913.63,1269276828275.78,1401465923172.24,1322815612694.0,1393982750472.59,1601094756209.75,1605675086549.56,1452884917959.09,1503108739159.44,1492647560196.04,1362248940482.77,1376465324384.79,1494286655373.61,1840480812641.08,2115742488204.62,2196126103718.44,2318593651988.46,2657213249384.07,2918382891460.38,2690222283967.77,2642609548930.36,2861408170264.6,2683825225092.63,2811077725703.59,2852165760630.27,2438207896251.84,2471285607081.72,2588740901639.81,2789593979064.58,2728870246705.88,2630317731455.26
79,"Micronesia, Fed. Sts.",FSM,147200000.0,166200000.0,178100000.0,198400000.0,202500000.0,221575300.0,218534700.0,206626300.0,218873100.0,220140500.0,233271800.0,240970900.0,242517200.0,245432900.0,240236000.0,250281900.0,253541900.0,256787200.0,263145100.0,280284600.0,296944100.0,311301600.0,327248700.0,317214400.0,319271200.0,316489900.0,332265200.0,366666800.0,401932300.0,408057100.0,410083600.0
80,Gabon,GAB,5952293765.84468,5402919956.93831,5592390848.52647,4378645081.01769,4190819314.02958,4958845906.34769,5694040336.82571,5326816858.99586,4483417119.83928,4662992036.2073,5080483463.99928,5023265365.25169,5335451307.54323,6511903657.44009,7770219479.72648,9582783318.3881,10327598800.6713,12455410055.7483,15571349775.7848,12113699660.6799,14372591916.4792,18210308748.2912,17170465294.0332,17595745653.3676,18203968001.8908,14383107714.0388,14023890620.3384,14929488770.7315,16867325126.5423,16874405839.7948,15316826191.5682
81,United Kingdom,GBR,1093169389204.55,1142797178130.51,1179659529659.53,1061388722255.55,1140489745944.29,1346422597443.59,1421514820592.82,1559569417157.83,1653391851606.49,1685762821549.91,1662127402027.54,1643908161796.46,1784076738609.11,2057093877551.02,2421814353716.59,2544829090909.09,2717059797608.1,3106182472989.2,2938882352941.18,2425798410967.44,2491110093454.18,2674891473843.81,2719158341005.79,2803291406029.93,3087165602962.86,2956573778737.76,2722851958486.23,2699016715111.39,2900791442554.06,2878673912414.44,2764197653965.05
83,Ghana,GHA,5889174825.487,6596546195.65217,6413901601.83066,5966255778.12018,5444560669.45607,6465137614.6789,6934984709.48012,6891308593.75,7480968858.13149,7719354838.70968,4983024408.14828,5314909953.92992,6166330136.2948,7632406552.83803,8881368538.07671,10744675209.8984,20440893017.1566,24827844949.6033,28678701891.0957,26048108185.0534,32197272797.2028,39337314809.9434,41270954737.2459,62823043706.4702,54782847752.5375,49406568432.6711,56165172898.8695,60406382898.5174,67299280679.563,68337537815.7703,68532281805.6722
85,Guinea,GIN,2666750685.8495,3015058138.92561,3284620543.22982,3279096606.21358,3383092827.5866,3693710532.91191,3868968301.91851,3783700461.64359,3588375476.76248,3461282543.12577,2995361140.63217,2829435956.51563,2950198648.95191,3446441698.00738,3635458132.65317,2937071767.25576,4220019242.74824,6281917655.90249,6964179193.84418,6716904568.76482,6853467857.61127,6785137172.77058,7638045254.42864,8376613843.27265,8778473614.54728,8794202443.67366,8595955581.21787,10324668266.5921,11857030336.5252,13513809258.2131,15681050917.1563
86,"Gambia, The",GMB,317083373.524559,690314321.374999,714255460.503389,755042548.055824,746491692.583857,785996982.492168,848237108.56163,803630742.53446,840285264.631545,814723460.08372,782915402.421095,687408804.630527,578236035.104279,487038821.611959,961900106.892751,1027702254.38664,1054113426.70947,1279704744.82781,1561763437.0325,1450140385.97229,1543292392.54605,1409694553.90934,1415006238.09509,1375608956.10386,1229460601.92174,1378176868.31568,1484579844.37143,1504909753.28746,1670670668.5939,1812529104.61923,1868086274.822
87,Guinea-Bissau,GNB,243961995.509785,257150374.069711,226313443.749086,236880821.656388,235620043.500927,253966922.278198,270419779.418107,268550998.219197,206457544.497703,224446663.800548,371095510.047761,392621385.894576,417806667.07798,477458598.710737,532062927.382438,587029054.444652,592365688.05204,696910810.918663,868154708.520179,830126469.986608,849878424.225986,1099818651.98114,989271229.637162,1046087417.96916,1054915645.19654,1048229629.42039,1179004941.22904,1350177127.5523,1504630120.99275,1439638443.38133,1431758242.90375
88,Equatorial Guinea,GNQ,112119406.548331,110906032.075075,134707184.355541,136047896.155778,100807001.813926,141853368.256815,232463036.435759,442337849.474377,370687618.717326,621117885.668503,1045998496.43872,1461139022.02954,1806742742.27311,2484745935.09329,4410764338.66733,8217369092.65224,10086528698.8604,13071718758.7373,19749893536.3204,15027795173.2187,16314443428.9408,21357343681.8966,22388344123.9916,21948834290.3538,21765453087.4795,13185496881.4055,11240808846.6928,12200913887.6419,13097012189.3995,11417278044.9859,10021856754.4944
89,Greece,GRC,97891092003.4394,105143232379.884,116224672863.783,108809059155.767,116601801966.292,136878365936.167,145861612400.906,143157600149.757,144428172489.335,142540728744.939,130133845586.88,136191353914.989,153830946734.425,201924269751.693,240521261484.976,247783002114.165,273317736795.885,318497937311.799,354460802695.181,330000251458.739,296835346570.223,282625610892.477,242043151399.458,238839788899.338,235144949470.797,195604846736.019,193017030649.7,199350781053.185,211945897765.431,205144152830.847,188835201625.91
90,Grenada,GRD,278098762.962963,300757888.888889,310160444.444444,309812185.185185,325111814.814815,342172518.518519,366911444.444444,392190592.592593,445903592.592593,482009370.37037,520044370.37037,520444185.185185,540336925.925926,591018407.407407,599118592.592593,695555555.555555,698700666.666667,758683592.592593,825976037.037037,771275555.555555,771013259.259259,778655925.925926,799882259.259259,842620111.111111,911497407.407407,997007925.925926,1061640740.74074,1125685185.18519,1166523555.55556,1212694407.40741,1042100555.55556
92,Guatemala,GTM,7650125217.35253,9406097735.09117,10440842165.3193,11399942453.0646,12983235568.2292,14655404433.2771,15674835615.3139,17790026221.6139,19395491992.9939,18318412251.3642,19288827158.9035,18405203853.1036,20444205991.025,21576351798.9145,23577286226.6407,26783543667.064,29744368110.9094,33567868322.6252,38503862830.6878,37125943564.9873,40676432028.5934,46876114650.4996,49593961141.7484,52996540703.5943,57852399963.7878,62186186575.7433,66053725049.0138,71654134378.5299,73208583758.9105,77020015201.3201,77604632170.5853
94,Guyana,GUY,396582263.291139,348533094.812165,373573141.486811,454101382.488479,540874934.201012,621626785.915493,705406001.424501,749138009.56454,717530683.169567,694754988.258295,712667896.727512,712167575.624277,726131434.715338,743064076.794567,787814379.183843,824880550.343965,2379818382.99241,2730971150.01134,3025187923.58617,3165663152.73351,3432913073.24154,3691384317.52178,4063089191.87525,4167800259.20888,4127659492.02031,4279840193.7046,4482697336.56174,4748174334.14044,4787636237.24043,5173760191.84652,5471256594.72422
95,High income,HIC,18934047768379.5,20034824574743.0,21555707350831.8,21720672634296.9,23379690855826.3,25962407546073.7,26185586139658.4,25737021726991.1,25827797474275.3,27134771153453.9,27690169594513.0,27419882034150.5,28567754886264.0,32029418941025.2,35652391186287.6,37705265755282.9,39813234675665.8,43527882951565.0,46269935859753.8,43390040991340.6,45481013858593.2,49099851217633.9,49148185638834.9,49739523658093.3,50824214038638.6,48045573040689.0,49086530851972.4,51306901274542.3,54542278698896.4,55034358393932.5,53396287182546.2
96,"Hong Kong SAR, China",HKG,76928290841.8701,88959620135.8864,104272278634.731,120353947980.764,135812069768.646,144652912433.103,159717233621.659,177352785419.977,168886163221.567,165768095391.557,171668164082.555,169403241524.337,166349228737.386,161384522525.299,169099768875.193,181570082162.19,193536265094.364,211597405593.868,219279678430.164,214046415026.187,228637697575.04,248513617677.287,262629441493.476,275696879834.966,291459356985.337,309383627028.561,320837638328.846,341244161576.759,361691522612.745,363016373358.517,346585881503.635
97,Honduras,HND,4923009551.51561,4648668478.56753,4943700431.07368,4926728932.95069,4642280682.14252,5347445005.21376,5215028986.48649,5737099650.19011,6366340265.87888,6414520529.61672,7103826902.2067,7565854723.75973,7775251509.62716,8140278400.9927,8772169959.31672,9672023050.30829,10841724916.9457,12275500115.7231,13789443623.162,14486159608.067,15729649158.5883,17588098574.7369,18400538859.3598,18372173380.7373,19618567249.5003,20833948799.5352,21566622849.6057,22975415842.4648,23900438563.7271,24915522849.1544,23662231633.9139
98,Heavily indebted poor countries (HIPC),HPC,139385578725.442,141024921095.354,131670097016.52,136630242723.226,116033238201.655,135421458879.975,146797056931.215,152868594191.202,161750134104.209,162518271015.041,176220699672.081,171307742634.443,184419474766.57,208776941816.202,240664864493.353,276579738434.656,326147664989.787,391059079170.51,465061978939.594,463586422813.855,504395602908.084,558889516640.033,578534050391.484,649338841472.986,673234215206.089,658854673931.182,667162752714.39,719093423345.99,767292162064.779,788297388408.113,795720445705.883
100,Haiti,HTI,3096289800.0,3473540601.82161,2257121668.19352,1878248741.04949,2167564194.7342,2813313278.81082,2907514522.92503,3338938830.01743,3723909226.86781,4153736347.44223,6813577558.17628,6331961555.40914,6058134466.75258,4826827577.08641,6036959914.72398,7184064657.2953,7518107786.51149,9522763153.81366,10485225353.1801,11597014807.3496,11859315078.7902,13008754110.8113,13708926466.2732,14902474090.615,15139264670.4225,14833154471.7456,13987693738.923,15035560372.6443,16455034352.7671,14785839382.9002,14508218017.4032
102,IBRD only,IBD,3517668586759.41,3412877929373.59,3615396437836.77,3908994103031.26,4326037723365.27,4909654262590.31,5361806403535.15,5685409302404.41,5520376747904.04,5376190499594.47,5850631756845.15,5922388164176.13,6012382611535.14,6759359903080.8,8057540852190.0,9634690134854.73,11421555570703.5,14191882315355.8,17033135388782.3,16524646886742.5,20069233888439.9,23696138171256.4,25189109238990.8,26606911798876.8,27504267603927.4,25777855012106.6,25985815318089.0,28680103566456.8,30478923454219.7,31184076970102.1,29900583521576.8
103,IDA & IBRD total,IBT,3882626451158.91,3789509161418.99,3998253776407.89,4295673894345.78,4729464036316.57,5390095813867.62,5914426131272.47,6292340087164.53,6196168480416.27,6154335238825.26,6747892261831.86,6906801063444.62,7265726946101.68,8457851974940.55,10234235033577.7,12367660323034.7,14934470946101.3,18941685275790.3,23370837674917.9,23542061096824.7,28270673055207.5,33214500657280.1,27009287505004.0,28526961910861.2,29544690997295.2,27793920843503.2,27942727103811.3,30703376890485.2,32622680829699.1,33421015918870.1,32137318048800.6
104,IDA total,IDA,361242871998.176,372506112600.587,379000540131.502,382895312504.434,399348661754.495,475820104536.971,547796639009.858,601984658573.124,671682588736.74,775105147130.131,894357159987.816,982004086400.924,1252649946459.66,1698920985086.84,2177840675851.38,2734885293058.4,3516326908808.63,4755650182404.43,6347382134434.91,7028449890248.75,8214233958703.02,9533156482934.12,1820182892460.81,1920050111984.37,2040423393367.79,2015206628322.52,1956755739822.95,2024386638163.63,2145000924736.84,2237800910514.12,2237442999478.24
105,IDA blend,IDB,146299215216.149,146920333042.332,147612367223.596,132706083302.744,133300774540.004,156254042006.833,172449887550.632,176072233170.503,173821114291.867,181553398240.241,206705099958.278,206387009252.693,228078647180.121,256457905377.523,312115091495.745,373173945083.138,466905156870.51,538453105772.452,639781541391.598,606746812537.828,709848482641.06,814197671741.154,900516869460.178,977960758120.661,1049228964549.63,1011433451408.63,942117764046.8,925118884014.572,966188380162.912,998391254201.582,961669400838.282
106,Indonesia,IDN,106140727357.032,116621996217.133,128026966579.964,158006700301.533,176892143931.505,202132028723.115,227369679374.973,215748998609.635,95445547872.715,140001351215.462,165021012077.81,160446947784.909,195660611165.183,234772463823.808,256836875295.452,285868618224.017,364570514304.85,432216737774.861,510228634992.258,539580085612.401,755094160363.071,892969107923.094,917869910105.749,912524136718.018,890814755233.225,860854235065.079,931877364177.742,1015618742565.81,1042271531011.99,1119091259074.62,1058423838345.14
107,IDA only,IDX,214115872053.801,224894517785.771,230729618026.267,249881523150.956,265784569988.405,319281338552.474,375102878985.58,425795978847.885,497986867437.877,593911110949.929,688098075447.53,776349100401.312,1025915952062.18,1444691107322.93,1868708904874.61,2365601291228.24,3054521785048.14,4224805836329.09,5718359300890.06,6434038046334.24,7518798448035.82,8735725953803.7,919776287603.022,942089353863.713,991194428818.155,1003773176913.89,1014637975776.15,1099267754149.05,1178812544573.93,1239409656312.54,1276458118690.9
109,India,IND,320979026419.633,270105341879.226,288208430383.964,279296022987.919,327275583539.559,360281952716.797,392897054348.071,415867753863.874,421351477504.743,458820417337.807,468394937262.37,485441014538.638,514937948870.08,607699285433.872,709148514804.659,820381595512.902,940259888792.141,1216735441524.86,1198895582137.51,1341886602798.69,1675615335600.56,1823049927771.46,1827637859135.7,1856722121394.53,2039127446298.55,2103587813812.75,2294797980509.01,2651472946374.91,2701111782775.03,2870504096717.77,2660245248867.63
111,Ireland,IRL,49305632408.4929,49787501584.4847,55918538121.3989,52417477613.676,57097656065.96,69139823232.3232,75790786290.3226,82856648758.3572,90199410115.5097,98860565736.2029,99958806891.4686,109252057270.694,127985972143.798,164307961625.282,194015335237.149,211797991543.34,231986253920.462,269736375581.714,274326912260.144,235509465129.203,221659742984.75,238662833333.918,225509709550.982,238211547205.677,258625192663.58,291462799328.949,298725229419.215,334602299873.029,384853685231.018,399122063504.148,425888950992.003
113,Iraq,IRQ,180408064516.129,407796349.663785,553671957.671958,1031944881.13189,3991349282.75729,12894029888.1122,10433698621.3427,20764857056.3795,20617405044.2425,36881601583.8194,48364250943.9051,36176430128.8057,32928454672.4246,21921569478.8163,36627901762.063,49954890353.2609,65140147197.1215,88837055195.2619,131614433712.245,111657581662.35,138516722649.573,185749664444.444,218002481737.691,234637675128.645,228415656174.957,166774109673.732,166602488747.885,187217660050.676,227367469034.031,235097182233.503,166756984395.973
114,Iceland,ISL,6468736286.92707,6909730237.31997,7080981668.54633,6218581472.47468,6389460285.59828,7123633356.36565,7426081278.19549,7569666973.65322,8503693098.62271,8982047589.4895,9025660361.75842,8234846804.60582,9318395054.85934,11429333037.8443,13825302535.7699,16852963067.0496,17465318552.2941,21652505596.7528,18074622987.0185,13154414219.207,13751161917.7398,15221622925.9319,14751508133.5443,16125060515.3117,17867662177.8911,17517210519.0912,20793168030.9524,24728285177.4603,26267063757.5495,24857740445.0401,21718075725.2054
116,Italy,ITA,1181222653522.95,1246220156079.29,1320161644933.23,1064958075550.63,1099216688280.5,1174662070605.02,1312426527795.21,1241879604365.62,1270052525928.4,1252023758789.69,1143829832319.88,1167012796420.58,1270712309429.7,1574145823927.77,1803226967966.23,1857524312896.41,1947919708944.93,2210292636189.43,2398856598798.89,2191241872742.43,2134017843247.16,2291991045770.29,2087077032435.15,2141315327318.21,2159133919743.77,1835899237320.04,1875797463583.87,1956950469673.29,2090910879119.33,2009383867307.45,1888709443687.48
117,Jamaica,JAM,4592224067.37194,4106199176.28901,3535460089.80719,5440064773.17365,5452564385.43307,6577523824.70029,7393883554.77969,8400033893.99653,8787195622.43502,8887061866.89206,9005064474.93003,9194717835.99985,9719017925.92929,9430230564.4699,10174664853.9476,11243868485.7428,11930171468.3796,12799593017.7101,13709402085.3206,12120460872.8003,13220556882.7046,14444655299.8772,14807086889.2099,14264202737.3082,13899228824.2161,14188935947.5694,14077109396.8584,14808989993.3185,15730793852.7913,15830768549.8916,13812425036.5864
118,Jordan,JOR,4160003917.43258,4344250257.01278,5311329067.37276,5605841535.57512,6237739516.24445,6727446632.42009,6928359238.36389,7246188575.45839,7912327362.48237,8149106064.88011,8460424400.56418,8975689844.8519,9582453032.44006,10195660789.8449,11411390409.0268,12588665303.244,15056929760.2257,17110587447.1086,22657662392.5602,24537876056.338,27133804225.3521,29524149154.9296,31634561690.1408,34454440140.8451,36847643521.1268,38587017887.3239,39892551126.7606,41408960845.0704,42932112676.0563,44502895915.493,43697659295.7747
119,Japan,JPN,3132817652848.04,3584420077100.84,3908809463463.86,4454143876947.21,4998797547740.97,5545563663889.7,4923391533851.63,4492448605638.94,4098362709531.24,4635982224063.88,4968359075956.59,4374711694090.87,4182846045873.61,4519561645253.53,4893116005656.56,4831467035389.8,4601663122649.92,4579750920354.81,5106679115127.3,5289493117993.89,5759071769013.11,6233147172341.35,6272362996105.03,5212328181166.18,4896994405353.29,4444930651964.18,5003677627544.24,4930837369151.42,5036891740656.35,5148781948478.17,5057758958706.64
120,Kazakhstan,KAZ,26932729102.7371,24923076923.0769,24917355371.9008,23409260879.9427,21250792886.1054,20374302652.3819,21035368250.8881,22165932062.966,22135254836.0031,16870821839.7584,18291994909.0044,22152694161.8882,24636593223.3467,30833699702.7594,43151647002.6096,57123671733.8952,81003884545.4099,104849886825.584,133441612246.798,115308661142.927,148047348240.643,192626507971.584,207998568865.789,236634552078.102,221415572819.5,184388432148.715,137278320084.171,166805800595.704,179339994859.384,181667190075.541,171082379532.988
121,Kenya,KEN,8572359162.85631,8151479004.21334,8209129171.73649,5751789915.05363,7148145375.78545,9046326059.98857,12045858436.2399,13115773737.5664,14093998843.7334,12896013576.7324,12705357103.0056,12986007425.8781,13147743910.7241,14904517649.8476,16095337093.8366,18737897744.7948,25825524820.8064,31958195182.2406,35895153327.8497,42347217912.9176,45405587556.7313,46869457318.2541,56396706005.9435,61671425370.0235,68285768554.472,70120413328.7838,74815121314.9381,82035800868.187,92202956320.532,100555485831.944,101013726529.063
122,Kyrgyz Republic,KGZ,2675000000.0,2569444444.44444,2316562500.0,2028295454.54545,1681006993.00699,1661018518.51852,1827570586.16784,1767864035.71943,1645963749.83146,1249061487.01457,1369688498.06778,1525116370.27939,1605643104.73021,1919008090.49641,2211534585.0034,2460248026.17783,2834168889.42019,3802566170.81543,5139957784.91084,4690062255.12247,4794357795.07139,6197766118.59856,6605139933.41063,7335027591.91628,7468096566.71158,6678178340.45121,6813092065.83507,7702934800.12836,8271108638.39931,8871026074.19762,7735976272.75983
124,Kiribati,KIR,39809538.6776989,47515189.2818196,47737955.346651,46919624.6430029,54832577.8622606,56338028.1690141,66515376.7900462,67537479.5903221,65334841.0604347,69032258.0645161,67254174.3970315,63101272.3699183,72196457.6768445,90231856.8000519,102367039.270481,112133944.253532,110234939.759036,132671742.950381,141042610.300285,132419902.010457,156120439.254831,181705153.610056,190243432.813514,185114059.61905,179703165.412383,171117816.66613,178328984.096884,187276124.790591,200157020.642498,188391770.636764,197508774.344505
125,St. Kitts and Nevis,KNA,217259259.259259,220540740.740741,242137037.037037,263755555.555556,295159259.259259,313485185.185185,333944444.444444,374641307.974641,383257331.40548,406595484.373262,421695769.843918,458643829.014199,481077373.669966,469869869.86987,506900000.0,547203703.703704,644411111.111111,689285185.185185,751233333.333333,747862962.962963,760170370.37037,817759259.259259,800414814.814815,839770370.37037,916566666.666667,923155555.555555,1008888888.88889,1060740740.74074,1078518518.51852,1164814814.81481,980740740.740741
126,"Korea, Rep.",KOR,283367525714.932,330648530715.211,355525267405.367,392666101884.959,463617399962.661,566583427334.137,610169556840.077,569754543829.957,383330931042.356,497512659612.052,576178114168.494,547658231279.87,627246081417.004,702717332012.991,793175007858.066,934901071332.984,1053216909887.56,1172614086539.86,1047339010225.25,943941876218.743,1144066965324.49,1253223044718.99,1278427634342.59,1370795199976.18,1484318219633.63,1465773245547.15,1500111596236.37,1623901496835.79,1724845615629.26,1651422932447.77,1637895802792.9
127,Kuwait,KWT,18427777777.7778,11008793176.2223,19858555214.7239,23941391390.7285,24848483838.3838,27191353887.3995,31493319973.2799,30355093966.3699,25939960629.9213,30123850197.1091,37712842242.5033,34887512226.9319,38137545245.1464,47876510067.1141,59439090600.6108,80798630136.9863,101548931771.192,114639690358.902,147395089285.714,105963168867.269,115419399860.433,154068115942.029,174070382279.385,174161142454.161,162631412508.784,114567298105.683,109419728566.7,120707435542.367,138182400331.126,136196760210.804,105960225688.145
128,Latin America & Caribbean (excluding high income),LAC,969955036768.966,1037723255529.63,1127288931282.0,1327840356952.41,1576823160668.39,1687774290094.79,1842258026684.1,2010070984762.37,2019896559494.47,1791778968968.24,1980738589443.27,1926198189601.89,1733183377280.48,1772950535833.04,2023136718629.05,2448526812261.63,2860978782835.34,3381168750003.77,3912378612926.6,3636582653049.46,4547392504368.97,5310062551611.88,5288238994746.05,5431528584794.47,5460423914795.16,4652915580734.16,4527263970326.23,5047188672357.17,4905598920400.61,4849397095732.19,4035270946811.09
129,Lao PDR,LAO,865559856.1639,1028087972.31085,1127806944.61513,1327748654.65969,1543606345.11684,1763536304.53964,1873671550.34636,1747011857.33107,1280177838.71905,1454430642.49183,1731198022.45494,1768619058.34647,1758176653.07746,2023324407.30316,2366398119.8821,2735558726.25625,3455031447.60194,4223152219.2439,5446434031.69042,5836138127.06562,7131773632.71369,8750107401.57872,10192848926.2582,11983252611.2727,13279248478.8161,14426381187.0894,15912495368.8717,17071162084.4067,18141651381.3884,18897252232.5826,19132635711.6957
130,Lebanon,LBN,2838485353.96187,4690415092.53663,5843579160.90122,7941744492.1211,9599127049.9375,11718795528.4939,13690217333.2697,15751867489.4446,17247179005.5219,17391056369.2265,17260364842.4544,17649751243.7811,19152238805.9701,20082918739.6352,21159827992.0602,21497336498.9462,22022709851.5526,24827355014.6449,29118916105.6182,35399582928.6222,38443907042.3002,39927125961.2072,44035991893.0218,46909335550.6109,48133414840.4075,50065946086.17,51389318290.8642,53324800958.6119,55276157552.246,51953744507.4091,31735217784.5445
132,Libya,LBY,28901836158.1921,31995012468.8279,33881392045.4545,30657030223.3903,28607921928.8175,25544128198.9955,27884615384.6154,30698633109.1343,27249786142.0017,35976714100.9056,38270206950.41,34110064452.1567,20481889763.7795,26265625000.0,33122307692.3077,47334148578.4164,54961936662.6066,67516236337.7158,87140405361.2292,63028320702.0343,74773444900.5368,34699395523.6073,81873662518.8238,65502870173.7831,41142722414.3351,27842131479.8726,26197143268.1243,37883243650.452,52607888717.9487,52091152228.3425,25418916028.8964
